# SHOT START
# legend_version=3
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_timeout
36636,8.989,8.993,9.000,9.000,9.000,9.000,0.000,66.96,0.6696,4.259,0.000,66.96,66.96,0.00,0,0,-3.34388,66.96,66.96,0.00,0,0,66.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.93,66.89,0.04,8.993,8.995,4.235,4.198,-0.004,0.000,0.000,66.96,67,0.1675,7476,4012.84,3278.56,3297.58,5193.69,1.575,3297.58,0,2,1303,33079,0,0
36768,8.990,8.995,9.000,9.000,9.000,9.000,0.000,66.94,0.6694,4.255,0.000,66.94,66.94,0.00,0,0,-3.34402,66.94,66.94,0.00,0,0,66.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.77,66.74,0.03,8.995,8.998,4.216,4.216,-0.006,0.000,0.000,66.94,67,-0.1431,6940,4322.77,3327.29,3378.42,5141.07,1.522,3378.42,0,2,1317,33448,0,0
36869,8.975,8.982,9.000,9.000,9.000,9.000,0.000,67.11,0.6711,4.256,0.000,67.11,67.11,0.00,0,0,-3.34491,67.11,67.11,0.00,0,0,67.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.08,66.97,0.11,8.982,8.982,4.235,4.338,-0.008,-0.001,0.003,67.11,67,-0.0162,9356,3206.50,3345.70,3378.42,5141.07,1.522,3378.42,0,2,1327,33694,0,0
37002,8.981,8.989,9.000,9.000,9.000,9.000,0.000,67.04,0.6704,4.256,0.000,67.04,67.04,0.00,0,0,-3.34562,67.04,67.04,0.00,0,0,67.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.01,66.94,0.07,8.989,8.990,4.236,4.273,-0.009,-0.000,0.001,67.04,67,-0.0194,6650,4511.28,3361.67,3378.42,5141.07,1.522,3378.42,0,2,1341,34100,0,0
37142,9.010,8.999,9.000,9.000,9.000,9.000,0.000,66.93,0.6693,4.255,0.000,66.93,66.93,0.00,0,0,-3.34619,66.93,66.93,0.00,0,0,66.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.86,66.86,0.00,9.000,9.002,4.234,4.177,0.012,0.000,0.000,66.93,67,-0.0372,6383,4699.98,3239.05,3110.40,4993.02,1.605,3110.40,0,2,1356,34415,0,0
37274,9.008,8.998,9.000,9.000,9.000,9.000,0.000,66.96,0.6696,4.255,0.000,66.96,66.96,0.00,0,0,-3.34689,66.96,66.96,0.00,0,0,66.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.92,66.91,0.01,8.998,9.000,4.238,4.195,0.010,0.000,0.000,66.96,67,0.0351,7672,3910.32,3176.27,3110.40,4993.02,1.605,3110.40,0,2,1371,34809,0,0
37374,9.008,9.003,9.000,9.000,9.000,9.000,0.000,66.91,0.6691,4.253,0.000,66.91,66.91,0.00,0,0,-3.34696,66.91,66.91,0.00,0,0,66.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.77,66.79,-0.02,9.003,9.006,4.226,4.171,0.005,0.000,0.000,66.91,67,-0.1174,7681,3905.74,3144.13,3110.40,4993.02,1.605,3110.40,0,2,1381,35098,0,0
37507,9.008,9.003,9.000,9.000,9.000,9.000,0.000,66.91,0.6691,4.250,0.000,66.91,66.91,0.00,0,0,-3.34682,66.91,66.91,0.00,0,0,66.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.73,66.75,-0.02,9.003,9.005,4.219,4.197,0.005,0.000,0.001,66.91,67,-0.3599,6652,4509.92,3147.84,3151.74,5252.89,1.667,3151.74,0,2,1396,35457,0,0
37647,8.983,8.990,9.000,9.000,9.000,9.000,0.000,67.07,0.6707,4.251,0.000,67.07,67.07,0.00,0,0,-3.34740,67.07,67.07,0.00,0,0,67.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.03,66.97,0.06,8.990,8.989,4.238,4.314,-0.007,-0.001,0.001,67.07,67,-0.3095,7158,4191.11,3149.74,3151.74,5252.89,1.667,3151.74,0,2,1411,35856,0,0
37778,8.989,8.993,9.000,9.000,9.000,9.000,0.000,67.04,0.6704,4.252,0.000,67.04,67.04,0.00,0,0,-3.34792,67.04,67.04,0.00,0,0,67.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.06,67.01,0.04,8.993,8.992,4.246,4.278,-0.004,-0.000,0.000,67.04,67,-0.2416,6650,4511.28,3150.71,3151.74,5252.89,1.667,3151.74,0,2,1428,36206,0,0
37917,8.987,8.993,9.000,9.000,9.000,9.000,0.000,67.04,0.6704,4.251,0.000,67.04,67.04,0.00,0,0,-3.34807,67.04,67.04,0.00,0,0,67.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.02,66.98,0.04,8.993,8.994,4.242,4.280,-0.007,-0.000,0.000,67.04,67,-0.3083,8498,3530.24,3321.75,3481.03,5036.38,1.447,3530.24,1,1,1442,36553,0,0
38054,8.985,8.987,9.000,9.000,9.000,9.000,0.000,67.13,0.6713,4.254,0.000,67.13,67.13,0.00,0,0,-3.34917,67.13,67.13,0.00,0,0,67.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.27,67.19,0.08,8.987,8.987,4.264,4.317,-0.003,-0.000,0.002,67.13,67,0.0447,7503,3998.40,3399.48,3481.03,5036.38,1.447,3481.03,0,2,1458,36937,0,0
38154,9.001,9.002,9.000,9.000,9.000,9.000,0.000,66.96,0.6696,4.252,0.000,66.96,66.96,0.00,0,0,-3.34919,66.96,66.96,0.00,0,0,66.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.95,66.96,-0.01,9.002,9.004,4.245,4.191,-0.001,0.000,0.000,66.96,67,0.0080,6598,4546.83,3437.19,3470.62,5078.95,1.463,3470.62,0,2,1473,37373,0,0
38286,9.010,9.009,9.000,9.000,9.000,9.000,0.000,66.87,0.6687,4.248,0.000,66.87,66.87,0.00,0,0,-3.34865,66.87,66.87,0.00,0,0,66.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.69,66.74,-0.06,9.009,9.012,4.222,4.161,0.001,0.001,0.001,66.87,67,-0.3012,7569,3963.54,3459.66,3470.62,5078.95,1.463,3470.62,0,2,1482,37601,0,0
38423,8.991,8.997,9.000,9.000,9.000,9.000,0.000,67.00,0.6700,4.248,0.000,67.00,67.00,0.00,0,0,-3.34864,67.00,67.00,0.00,0,0,67.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.89,66.88,0.01,8.998,8.999,4.230,4.277,-0.008,-0.000,0.000,67.00,67,-0.3897,6818,4400.12,3462.25,3470.62,5078.95,1.463,3470.62,0,2,1498,37952,0,0
38558,8.993,8.999,9.000,9.000,9.000,9.000,0.000,66.99,0.6699,4.248,0.000,66.99,66.99,0.00,0,0,-3.34885,66.99,66.99,0.00,0,0,66.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.94,66.94,0.01,8.999,8.999,4.239,4.257,-0.007,0.000,0.000,66.99,67,-0.3772,8974,3342.99,3375.20,3117.06,4429.51,1.421,3117.06,0,2,1511,38305,0,0
38658,9.013,9.012,9.000,9.000,9.000,9.000,0.000,66.82,0.6682,4.245,0.000,66.82,66.82,0.00,0,0,-3.34815,66.82,66.82,0.00,0,0,66.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.63,66.70,-0.08,9.013,9.015,4.220,4.147,0.001,0.001,0.002,66.82,67,0.2874,8490,3533.57,3282.27,3117.06,4429.51,1.421,3117.06,0,2,1520,38513,0,0
38791,8.987,8.996,9.000,9.000,9.000,9.000,0.000,67.01,0.6701,4.245,0.000,67.01,67.01,0.00,0,0,-3.34808,67.01,67.01,0.00,0,0,67.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.92,66.90,0.03,8.996,8.996,4.233,4.307,-0.009,-0.000,0.000,67.01,67,0.1440,8336,3598.85,3201.65,3117.06,4429.51,1.421,3117.06,0,2,1534,38849,0,0
38927,8.988,8.997,9.000,9.000,9.000,9.000,0.000,67.00,0.6700,4.244,0.000,67.00,67.00,0.00,0,0,-3.34788,67.00,67.00,0.00,0,0,67.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.94,66.92,0.02,8.997,8.996,4.236,4.295,-0.009,-0.000,0.000,67.00,67,-0.0607,7328,4093.89,3140.42,2929.77,4557.43,1.556,2929.77,0,2,1547,39174,0,0
39063,9.017,9.006,9.000,9.000,9.000,9.000,0.000,66.88,0.6688,4.244,0.000,66.88,66.88,0.00,0,0,-3.34775,66.88,66.88,0.00,0,0,66.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.83,66.87,-0.04,9.006,9.007,4.238,4.195,0.012,0.000,0.000,66.88,67,-0.2436,7442,4031.17,3037.62,2929.77,4557.43,1.556,2929.77,0,2,1563,39577,0,0
39199,9.017,9.005,9.000,9.000,9.000,9.000,0.000,66.91,0.6691,4.245,0.000,66.91,66.91,0.00,0,0,-3.34803,66.91,66.91,0.00,0,0,66.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.93,66.95,-0.03,9.005,9.004,4.249,4.197,0.014,0.000,0.000,66.91,67,-0.2525,7550,3973.51,2984.99,2929.77,4557.43,1.556,2929.77,0,2,1579,39950,0,0
39332,9.004,9.008,9.000,9.000,9.000,9.000,0.000,66.85,0.6685,4.242,0.000,66.85,66.85,0.00,0,0,-3.34722,66.85,66.85,0.00,0,0,66.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.72,66.77,-0.05,9.008,9.009,4.227,4.193,-0.004,0.000,0.001,66.85,67,0.2848,6965,4307.25,3151.33,3466.68,5079.09,1.465,3466.68,0,2,1595,40308,0,0
39471,8.992,9.001,9.000,9.000,9.000,9.000,0.000,66.91,0.6691,4.238,0.000,66.91,66.91,0.00,0,0,-3.34591,66.91,66.91,0.00,0,0,66.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.75,66.75,-0.01,9.001,9.001,4.220,4.287,-0.010,-0.000,0.000,66.91,66,0.4067,7611,3941.66,3423.08,3466.68,5079.09,1.465,3466.68,0,2,1610,40645,0,0
39602,8.995,8.994,9.000,9.000,9.000,9.000,0.000,66.99,0.6699,4.241,0.000,66.99,66.99,0.00,0,0,-3.34643,66.99,66.99,0.00,0,0,66.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.06,67.02,0.04,8.994,8.992,4.251,4.313,0.001,-0.001,0.000,66.99,67,0.3826,8587,3493.65,3449.75,3466.68,5079.09,1.465,3493.65,1,1,1624,40998,0,0
39703,8.992,8.996,9.000,9.000,9.000,9.000,0.000,66.97,0.6697,4.242,0.000,66.97,66.97,0.00,0,0,-3.34653,66.97,66.97,0.00,0,0,66.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.06,67.04,0.03,8.996,8.994,4.255,4.286,-0.004,-0.000,0.000,66.97,67,0.2802,8545,3510.82,3370.20,3228.77,4801.76,1.487,3228.77,0,2,1634,41209,0,0
39835,8.992,8.994,9.000,9.000,9.000,9.000,0.000,67.00,0.6700,4.243,0.000,67.00,67.00,0.00,0,0,-3.34676,67.00,67.00,0.00,0,0,67.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.13,67.09,0.04,8.994,8.992,4.260,4.297,-0.002,-0.000,0.001,67.00,67,0.1669,7702,3895.09,3303.71,3228.77,4801.76,1.487,3228.77,0,2,1648,41590,0,0
39935,8.998,8.998,9.000,9.000,9.000,9.000,0.000,66.97,0.6697,4.246,0.000,66.97,66.97,0.00,0,0,-3.34736,66.97,66.97,0.00,0,0,66.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.03,67.01,0.01,8.998,8.998,4.252,4.249,0.000,-0.000,0.000,66.97,67,-0.4476,8115,3696.86,3232.07,3228.77,4801.76,1.487,3228.77,0,2,1663,41865,0,0
40037,8.991,8.996,9.000,9.000,9.000,9.000,0.000,67.00,0.6700,4.246,0.000,67.00,67.00,0.00,0,0,-3.34744,67.00,67.00,0.00,0,0,67.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.05,67.02,0.03,8.996,8.995,4.251,4.272,-0.006,-0.000,0.000,67.00,67,0.4771,7282,4119.75,3202.51,3086.91,4828.24,1.564,3086.91,0,2,1668,41983,0,0
40172,8.995,9.000,9.000,9.000,9.000,9.000,0.000,66.94,0.6694,4.244,0.000,66.94,66.94,0.00,0,0,-3.34712,66.94,66.94,0.00,0,0,66.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.91,66.91,-0.00,9.000,9.000,4.239,4.247,-0.006,-0.000,0.000,66.94,67,0.1852,7476,4012.84,3146.10,3086.91,4828.24,1.564,3086.91,0,2,1683,42281,0,0
40307,9.017,9.009,9.000,9.000,9.000,9.000,0.000,66.83,0.6683,4.243,0.000,66.83,66.83,0.00,0,0,-3.34687,66.83,66.83,0.00,0,0,66.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.74,66.80,-0.06,9.009,9.010,4.233,4.165,0.009,0.000,0.001,66.83,67,-0.0901,8371,3583.80,3117.21,3086.91,4828.24,1.564,3086.91,0,2,1699,42630,0,0
40442,9.008,9.010,9.000,9.000,9.000,9.000,0.000,66.80,0.6680,4.239,0.000,66.80,66.80,0.00,0,0,-3.34584,66.80,66.80,0.00,0,0,66.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.58,66.65,-0.06,9.010,9.013,4.213,4.190,-0.002,0.000,0.002,66.80,67,0.2784,7188,4173.62,3231.26,3444.78,4593.04,1.333,3444.78,0,2,1715,42975,0,0
40580,9.001,9.004,9.000,9.000,9.000,9.000,0.000,66.87,0.6687,4.238,0.000,66.87,66.87,0.00,0,0,-3.34546,66.87,66.87,0.00,0,0,66.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.72,66.74,-0.02,9.004,9.006,4.222,4.248,-0.003,0.000,0.000,66.87,67,-0.1314,7296,4111.84,3311.07,3444.78,4593.04,1.333,3444.78,0,2,1730,43324,0,0
40716,9.000,9.000,9.000,9.000,9.000,9.000,0.000,66.92,0.6692,4.241,0.000,66.92,66.92,0.00,0,0,-3.34583,66.92,66.92,0.00,0,0,66.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.96,66.96,0.00,8.999,8.999,4.248,4.254,0.001,-0.000,0.000,66.92,67,-0.4131,6513,4606.17,3386.98,3444.78,4593.04,1.333,3444.78,0,2,1744,43675,0,0
40852,8.994,9.000,9.000,9.000,9.000,9.000,0.000,66.90,0.6690,4.239,0.000,66.90,66.90,0.00,0,0,-3.34530,66.90,66.90,0.00,0,0,66.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.86,66.87,-0.00,9.000,9.000,4.236,4.263,-0.007,-0.000,0.000,66.90,67,0.1032,7533,3982.48,3278.12,3163.90,4461.91,1.410,3163.90,0,2,1759,44054,0,0
40989,8.994,9.000,9.000,9.000,9.000,9.000,0.000,66.89,0.6689,4.238,0.000,66.89,66.89,0.00,0,0,-3.34477,66.89,66.89,0.00,0,0,66.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.82,66.82,-0.00,9.000,9.001,4.231,4.270,-0.007,-0.000,0.000,66.89,67,-0.4088,8430,3558.72,3214.46,3163.90,4461.91,1.410,3163.90,0,2,1771,44421,0,0
41123,9.014,9.005,9.000,9.000,9.000,9.000,0.000,66.84,0.6684,4.239,0.000,66.84,66.84,0.00,0,0,-3.34485,66.84,66.84,0.00,0,0,66.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.83,66.86,-0.03,9.005,9.006,4.241,4.206,0.010,0.000,0.000,66.84,67,0.3124,8601,3487.97,3190.13,3165.61,4620.08,1.459,3165.61,0,2,1786,44768,0,0
41261,9.010,9.006,9.000,9.000,9.000,9.000,0.000,66.82,0.6682,4.238,0.000,66.82,66.82,0.00,0,0,-3.34466,66.82,66.82,0.00,0,0,66.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.80,66.84,-0.04,9.006,9.006,4.239,4.200,0.005,0.000,0.000,66.82,67,-0.0739,7558,3969.30,3178.17,3165.61,4620.08,1.459,3165.61,0,2,1800,45078,0,0
41392,8.990,8.997,9.000,9.000,9.000,9.000,0.000,66.93,0.6693,4.239,0.000,66.93,66.93,0.00,0,0,-3.34467,66.93,66.93,0.00,0,0,66.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.96,66.94,0.02,8.997,8.996,4.244,4.284,-0.007,-0.000,0.000,66.93,67,-0.3890,7917,3789.31,3163.95,3165.61,4620.08,1.459,3165.61,0,2,1814,45467,0,0
41494,9.015,9.006,9.000,9.000,9.000,9.000,0.000,66.83,0.6683,4.240,0.000,66.83,66.83,0.00,0,0,-3.34485,66.83,66.83,0.00,0,0,66.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.86,66.90,-0.04,9.006,9.006,4.247,4.183,0.010,0.000,0.000,66.83,67,0.2702,9050,3314.92,3155.72,3119.59,4515.19,1.447,3119.59,0,2,1824,45698,0,0
41627,8.983,8.999,9.000,9.000,9.000,9.000,0.000,66.88,0.6688,4.237,0.000,66.88,66.88,0.00,0,0,-3.34392,66.88,66.88,0.00,0,0,66.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.78,66.78,0.00,8.999,8.999,4.225,4.280,-0.018,-0.000,0.000,66.88,67,-0.4432,7974,3762.23,3138.09,3119.59,4515.19,1.447,3119.59,0,2,1836,46075,0,0
41766,8.984,8.992,9.000,9.000,9.000,9.000,0.000,66.98,0.6698,4.239,0.000,66.98,66.98,0.00,0,0,-3.34435,66.98,66.98,0.00,0,0,66.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.04,66.99,0.05,8.991,8.990,4.248,4.329,-0.008,-0.001,0.001,66.98,67,0.3711,7964,3766.95,3129.06,3119.59,4515.19,1.447,3119.59,0,2,1850,46437,0,0
41898,8.999,9.001,9.000,9.000,9.000,9.000,0.000,66.87,0.6687,4.239,0.000,66.87,66.87,0.00,0,0,-3.34419,66.87,66.87,0.00,0,0,66.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.88,66.89,-0.01,9.001,9.001,4.242,4.235,-0.002,0.000,0.000,66.87,67,-0.0327,8488,3534.40,3082.15,3002.12,4543.75,1.514,3002.12,0,2,1866,46916,0,0
41999,9.000,9.005,9.000,9.000,9.000,9.000,0.000,66.81,0.6681,4.237,0.000,66.81,66.81,0.00,0,0,-3.34368,66.81,66.81,0.00,0,0,66.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.73,66.76,-0.03,9.006,9.006,4.229,4.211,-0.006,0.000,0.000,66.81,67,-0.4809,6718,4465.61,3053.34,3002.12,4543.75,1.514,3002.12,0,2,1876,47207,0,0
42099,9.001,9.001,9.000,9.000,9.000,9.000,0.000,66.86,0.6686,4.238,0.000,66.86,66.86,0.00,0,0,-3.34343,66.86,66.86,0.00,0,0,66.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.86,66.86,-0.00,9.001,9.000,4.239,4.238,0.000,-0.000,0.000,66.86,67,0.0049,7975,3761.76,3005.53,3002.12,4543.75,1.514,3002.12,0,2,1891,47581,0,0
42233,9.007,9.004,9.000,9.000,9.000,9.000,0.000,66.82,0.6682,4.237,0.000,66.82,66.82,0.00,0,0,-3.34313,66.82,66.82,0.00,0,0,66.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.78,66.80,-0.02,9.004,9.004,4.234,4.218,0.004,0.000,0.000,66.82,66,0.4788,6753,4442.47,3059.88,3282.20,4723.16,1.439,3282.20,0,2,1902,47831,0,0
42365,9.012,9.006,9.000,9.000,9.000,9.000,0.000,66.79,0.6679,4.237,0.000,66.79,66.79,0.00,0,0,-3.34288,66.79,66.79,0.00,0,0,66.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.73,66.77,-0.04,9.006,9.006,4.232,4.198,0.006,0.000,0.000,66.79,67,-0.0382,7844,3824.58,3168.37,3282.20,4723.16,1.439,3282.20,0,2,1917,48199,0,0
42501,9.013,9.006,9.000,9.000,9.000,9.000,0.000,66.79,0.6679,4.237,0.000,66.79,66.79,0.00,0,0,-3.34277,66.79,66.79,0.00,0,0,66.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.75,66.78,-0.04,9.006,9.007,4.234,4.195,0.008,0.000,0.000,66.79,66,0.4909,6267,4786.98,3223.92,3282.20,4723.16,1.439,3282.20,0,2,1933,48515,0,0
42633,9.014,9.013,9.000,9.000,9.000,9.000,0.000,66.68,0.6668,4.233,0.000,66.68,66.68,0.00,0,0,-3.34179,66.68,66.68,0.00,0,0,66.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.50,66.58,-0.08,9.013,9.015,4.213,4.152,0.001,0.000,0.002,66.68,67,-0.3569,7179,4178.85,3316.67,3460.84,5108.87,1.476,3460.84,0,2,1949,48862,0,0
42770,9.008,9.008,9.000,9.000,9.000,9.000,0.000,66.70,0.6670,4.228,0.000,66.70,66.70,0.00,0,0,-3.33969,66.70,66.70,0.00,0,0,66.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.54,66.59,-0.05,9.008,9.009,4.214,4.217,-0.000,0.000,0.001,66.70,67,0.1521,7866,3813.88,3441.49,3460.84,5108.87,1.476,3460.84,0,2,1963,49236,0,0
42902,8.999,9.001,9.000,9.000,9.000,9.000,0.000,66.78,0.6678,4.229,0.000,66.78,66.78,0.00,0,0,-3.33925,66.78,66.78,0.00,0,0,66.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.78,66.79,-0.00,9.001,9.000,4.235,4.263,-0.002,-0.000,0.000,66.78,67,-0.2876,7593,3951.01,3455.77,3460.84,5108.87,1.476,3460.84,0,2,1979,49638,0,0
43042,9.004,9.006,9.000,9.000,9.000,9.000,0.000,66.71,0.6671,4.227,0.000,66.71,66.71,0.00,0,0,-3.33859,66.71,66.71,0.00,0,0,66.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.65,66.68,-0.04,9.006,9.007,4.226,4.222,-0.002,0.000,0.000,66.71,67,-0.2198,6609,4539.26,3393.25,3327.66,4825.10,1.450,3327.66,0,2,1994,49975,0,0
43176,9.003,9.004,9.000,9.000,9.000,9.000,0.000,66.71,0.6671,4.226,0.000,66.71,66.71,0.00,0,0,-3.33796,66.71,66.71,0.00,0,0,66.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.65,66.67,-0.02,9.004,9.005,4.224,4.245,-0.002,0.000,0.000,66.71,67,-0.1799,6999,4286.33,3361.24,3327.66,4825.10,1.450,3327.66,0,2,2010,50367,0,0
